id,translation,partisan_state_label_o3,closed_society_label_o3,power_concentration_label_o3,euroscepticism_label_o3,economic_label_o3,censorship_label_o3,immigration_label_o3,combined_reasoning_o3,partisan_state_label_4o,closed_society_label_4o,power_concentration_label_4o,euroscepticism_label_4o,economic_label_4o,censorship_label_4o,immigration_label_4o,combined_reasoning_4o
1.440734837007e+18,"I repeatedly spoke at the European Council and asked. Why are Bulgaria, Romania, Croatia and Serbia waiting so long to join Schengen? The solution is simple, a fence on the border between Turkey and Bulgaria and the defense of the European continent at sea.",no,no,no,no,no,no,yes,"partisan_state_label: The text does not claim that state institutions irrationally favor any particular group.
closed_society_label: It advocates a border fence for security, not an irrational closure based on cultural or multicultural differences.
power_concentration_label: There is no suggestion of reducing checks and balances or consolidating power.
euroscepticism_label: The text works within EU frameworks, questioning Schengen delays rather than opposing the EU outright.
economic_label: It does not address free trade, economic exchanges, or related protectionist policies.
censorship_label: There is no mention or complaint about censorship or unfair treatment by the state or media.
immigration_label: The call for a fence on the Turkey–Bulgaria border implies exclusionary measures against non-dominant groups.",no,no,no,no,no,no,yes,"partisan_state_label: The text does not show bias towards a particular group or preference in state institutions.
closed_society_label: There is no indication of rejecting cultural differences or opposing knowledge.
power_concentration_label: The text does not imply reducing checks and balances for power concentration.
euroscepticism_label: The text does not oppose the EU irrationally; it discusses border security and Schengen entry.
economic_label: There is no explicit limitation or criticism of trade or globalization in the text.
censorship_label: The text does not express complaints about censorship or unfair treatment.
immigration_label: The proposal of a fence suggests a negative stance towards immigration from non-dominant groups."
1.500869283823423e+18,"So they didn't let me speak much at Prima, but I still had my say. That this government needs to work harder. In addition to helping Ukraine, they must also cap the price of gasoline and diesel. And help people not to fall into energy poverty. https://youtu.be/SYmgrMT3eNs",no,no,no,no,no,yes,no,"partisan_state_label: The text criticizes government performance but does not claim institutional bias towards any particular group.
closed_society_label: There is no opposition to multiculturalism or rational debate regarding science or knowledge.
power_concentration_label: The text does not imply a reduction of checks and balances or a power grab by authorities.
euroscepticism_label: Mentioning aid to Ukraine does not equate to irrational opposition to the EU.
economic_label: The text calls for policy measures like price caps but does not criticize free trade or globalization.
censorship_label: The speaker complains about not being allowed to speak much, indicating a sense of censorship or mistreatment.
immigration_label: There is no mention of immigration or ethnic/cultural group issues in the text.",no,no,no,no,yes,yes,no,"partisan_state_label: The text criticizes the government's performance without showing bias towards a particular group.
closed_society_label: The text is primarily about government performance and doesn't address cultural differences or irrationality in knowledge.
power_concentration_label: The text does not imply a reduction of checks and balances or an increase in power concentration.
euroscepticism_label: There is no opposition to the EU mentioned or implied in the text.
economic_label: The text discusses capping fuel prices and preventing energy poverty, indicating economic protectionist sentiments.
censorship_label: The speaker mentions being limited in expression, suggesting a complaint about censorship or unfair treatment.
immigration_label: There are no comments regarding immigration or non-dominant cultural groups in the text."
1.30161646172364e+18,"Don't forget the @Fideszmpsz anti-semitic moments:
János Pócs MP of #fidesz, who locked a Roma man in a boiler and then set him on fire and the continous concealed anti-Semitic campaing against @georgesoros.  https://alfahir.hu/2020/09/03/deutsch_tamas_szajer_jozsef_biro_laszlo_romaintegracio_romak_borsod_abauj_zemplen_megye",no,no,no,no,no,no,no,"partisan_state_label: The text criticizes specific individuals for racist actions but does not claim state institutions are biased.
closed_society_label: There is no argument against multiculturalism or rational debate that defines a closed society.
power_concentration_label: The text does not mention the reduction of checks and balances or centralization of power.
euroscepticism_label: The text does not address or oppose the EU or its policies.
economic_label: There is no discussion about limiting free trade or criticizing globalization.
censorship_label: The text does not complain about censorship or unfair treatment by the media or authorities.
immigration_label: While the text targets racial groups, it does not express exaggerated complaints about non-dominant groups or immigration issues.",no,no,no,no,no,yes,yes,"partisan_state_label: The text does not show favoritism for a specific group in state policies.
closed_society_label: There is no indication of opposing multiculturalism or cultural differences in the text.
power_concentration_label: The text does not imply a reduction of checks and balances for power concentration.
euroscepticism_label: The text does not express opposition to the EU; instead, it focuses on domestic issues.
economic_label: There are no expressions against free trade or economic globalization in the text.
censorship_label: The text mentions concealed campaigns, suggesting unfair treatment and censorship.
immigration_label: The reference to anti-Semitic actions towards specific ethnic groups suggests exaggerated complaints about minorities."
1.432651877099913e+18,"One of Orbáns propaganda media outlets keeps calling @PeterJakab1  “Jacob”,on account of his Jewish origin. The people’s party Jobbiks president held one of the antisemitic propaganda workers to account for this. The journalist’s response was to ask what percent Jewish Jakab was. https://twitter.com/JobbikPP/status/1432651877099913221/video/1",no,no,no,no,no,no,no,"partisan_state_label: The text criticizes media bias but does not irrationally claim state institutions always favor a particular group.
closed_society_label: There is no irrational opposition to cultural differences or debate; it focuses on antisemitic remarks.
power_concentration_label: The text does not discuss reducing checks and balances or consolidating power within institutions.
euroscepticism_label: There is no mention of the EU or irrational opposition to it in the text.
economic_label: The text does not address issues related to free trade, economic exchanges, or protectionism.
censorship_label: The content does not complain about censorship, unfair treatment, or partiality of media institutions.
immigration_label: Although antisemitism is mentioned, the text does not involve unfounded complaints about non-dominant cultural or ethnic groups.",no,no,no,no,no,yes,yes,"partisan_state_label: The text doesn't rationally claim bias towards a specific group in state institutions.
closed_society_label: There is no indication of opposing multiculturalism or rational knowledge.
power_concentration_label: The text does not imply a reduction of checks and balances.
euroscepticism_label: There is no mention of the EU or opposition to it.
economic_label: The text does not discuss economic protectionism or free trade.
censorship_label: It complains about unfair treatment in media regarding Jewish identity.
immigration_label: It implies anti-Jewish sentiment, reflecting exaggerated complaints about cultural differences."
1.420394110666617e+18,"We demonstrated together against surveillance and wiretappaing in #Hungary, because we can't live a country where #opposition politicians, independent journalists and civilians can be wiretapped by Fidesz at any time.

#Pegasus #PeoplesParty https://twitter.com/JobbikPP/status/1420394110666616836/photo/1",yes,no,no,no,no,yes,no,"partisan_state_label: The text criticizes Fidesz for abusing state power against opposition groups and independent media.
closed_society_label: The text protests surveillance without opposing cultural differences or multiculturalism.
power_concentration_label: It protests surveillance abuse but does not explicitly discuss the reduction of checks and balances.
euroscepticism_label: There is no mention or criticism of the European Union in the text.
economic_label: The content does not discuss issues related to free trade or economic protectionism.
censorship_label: The text complains about state overreach and intrusion into privacy, suggesting mistreatment of opposition voices.
immigration_label: The text does not include any complaints about immigrants or non-dominant cultural/ethnic groups.",no,no,yes,no,no,yes,no,"partisan_state_label: The text does not exhibit bias favoring any particular group.
closed_society_label: There is no mention of opposing multiculturalism or rational knowledge.
power_concentration_label: It implies abuse of power through surveillance against opposition and journalists.
euroscepticism_label: The text does not express any opposition to the European Union.
economic_label: There are no mentions of limiting trade or economic exchanges.
censorship_label: Complaints of wiretapping and surveillance suggest censorship and unfair treatment.
immigration_label: There are no complaints regarding cultural or ethnic groups present in the text."
1.397944962348683e+18,"Jobbik's Parliamentary Group condemns the methods of László Kövér and Fidesz to silence opposition MPs. We stand together for freedom of speech!
#PeoplesParty https://twitter.com/JobbikPP/status/1397944962348683274/video/1",no,no,yes,no,no,yes,no,"partisan_state_label: The text criticizes censorship, not asserting a biased state favoring a specific group.
closed_society_label: It advocates for freedom of speech rather than opposing multiculturalism or rational debate.
power_concentration_label: Condemning the silencing of opposition highlights concerns over undermining checks and balances.
euroscepticism_label: There is no mention of the European Union or related opposition.
economic_label: The text does not discuss economic issues or free trade.
censorship_label: It denounces the methods used to silence opposition MPs, directly addressing censorship concerns.
immigration_label: There is no reference to immigration or ethnic groups in the text.",no,no,no,no,no,yes,no,"partisan_state_label: The text does not show bias for a certain group or promote partisan claims.
closed_society_label: The text does not express irrational closure towards cultural differences or debate.
power_concentration_label: No indication that checks and balances are being reduced or power is concentrated.
euroscepticism_label: There is no mention of the EU or opposition to it in an irrational manner.
economic_label: The text does not criticize free trade or emphasize national economy priorities.
censorship_label: It directly addresses and condemns the silencing of opposition MPs, indicating censorship.
immigration_label: The text does not address immigration or complaints about cultural groups."
1.394551925140513e+18,"Most popular PM-candidate of the #opposition & strongest challenger of #Orbán is once again silenced by #Fidesz.🔇 

https://www.youtube.com/watch?v=w99q6oleXr8",no,no,no,no,no,yes,no,"partisan_state_label: The text does not claim that state institutions irrationally favor a specific group.
closed_society_label: There is no mention of a rejection of multiculturalism or closure to cultural differences.
power_concentration_label: The message does not discuss the reduction of checks and balances or power centralization.
euroscepticism_label: There is no reference to the EU or opposition to European integration.
economic_label: The text does not address free trade, globalization, or economic protectionism.
censorship_label: It accuses Fidesz of having 'silenced' an opposition candidate, implying censorship.
immigration_label: There are no complaints or mentions regarding non-dominant cultural or ethnic groups.",yes,no,yes,no,no,yes,no,"partisan_state_label: The text claims a bias against an opposition candidate, suggesting Fidesz favors a certain group.
closed_society_label: There is no mention of cultural differences or rational knowledge being opposed.
power_concentration_label: The claim of silencing suggests a reduction in political dissent and checks on power.
euroscepticism_label: The text does not address issues related to the European Union or its opposition.
economic_label: There are no references to economic exchanges or criticism of free trade.
censorship_label: The text explicitly mentions a candidate being silenced, indicating a complaint of censorship.
immigration_label: There are no complaints or discussions regarding immigration or ethnic groups."
1.387033455696e+18,Stop the #UyghurGenocide! #Orban and #Fidesz support the death camps where #Uyghurs are mass murdered. 👇 https://twitter.com/JobbikPP/status/1387033455695998978/video/1,no,no,no,no,no,no,no,"partisan_state_label: The text accuses specific leaders of supporting genocide but does not claim state favoritism toward any group.
closed_society_label: There is no indication of opposition to cultural differences or debate in the text.
power_concentration_label: The text does not discuss reducing checks and balances or concentrating power.
euroscepticism_label: The text does not irrationally oppose the EU; it critiques specific political actors without referencing the EU.
economic_label: There is no mention of free trade, globalization, or prioritizing the national economy.
censorship_label: The text does not complain about censorship or alleged unfair treatment by state institutions.
immigration_label: The text focuses on condemning genocide rather than expressing exaggerated complaints about non-dominant groups.",no,no,no,no,no,yes,no,"partisan_state_label: The text does not discuss biases in state institutions or policies.
closed_society_label: There is no unmotivated closure to cultural differences or irrationality presented.
power_concentration_label: The text does not imply a reduction of checks and balances for more power.
euroscepticism_label: The text does not oppose the EU in any form.
economic_label: There are no mentions or criticisms of free trade or economic exchanges.
censorship_label: The text expresses a complaint against treatment by state or institutions regarding Uyghurs.
immigration_label: The text does not specifically complain about immigration or cultural dominance."
1.299395893762851e+18,"Today, @GyongyosiMarton held a joint international press conference of Hungarian opposition: 
- every single party stood behind László Bíró
- Fidesz blocked the nomination of this candidate
- In EU new style of dictatorship was constructed 
We are not going to give up! 🇭🇺 https://twitter.com/JobbikPP/status/1299395893762850816/photo/1",no,no,yes,yes,no,no,no,"partisan_state_label: The text criticizes political actions but does not claim state institutions irrationally favor a particular group.
closed_society_label: There is no opposition to multiculturalism or rational debate expressed in the text.
power_concentration_label: The claim 'new style of dictatorship' implies a concentration of power and a reduction of checks and balances.
euroscepticism_label: The text criticizes the EU by describing its actions as dictatorial, reflecting an irrational opposition.
economic_label: There is no reference to limiting free trade or criticizing economic exchanges.
censorship_label: The text does not complain about media bias or censorship issues.
immigration_label: There is no mention or complaint regarding immigration or ethnic groups.",no,no,yes,yes,no,yes,no,"partisan_state_label: The text does not suggest bias towards any specific group in state institutions.
closed_society_label: There is no indication of closing off to cultural differences or opposing rational knowledge.
power_concentration_label: The text implies a shift towards dictatorship, suggesting a loss of checks and balances.
euroscepticism_label: It expresses strong opposition to the EU, labeling it as a dictatorship.
economic_label: No mention or critique of free trade or economic exchanges is present.
censorship_label: Implied censorship is present as Fidesz blocked a nomination, suggesting unfair treatment.
immigration_label: The text does not address immigration or ethnic group issues."
1.317404156437606e+18,"Jobbik's press release which has been denied from publishing by the public-funded Hungarian News Agency: 
Viktor Orbán once again incites anti-Semitism by attacking Mr András Heisler, the President of the Federation of Hungarian Jewish Communities
https://www.jobbik.com/viktor_orban_once_again_incites_anti_semitism_by_attacking_andras_heisler_mr_andras_heisler_the",no,no,no,no,no,yes,no,"partisan_state_label: The text criticizes anti-Semitism but does not claim state institutions systematically favor any group.
closed_society_label: There is no irrational opposition to cultural differences or debates in the text.
power_concentration_label: The text does not discuss eliminating checks and balances or centralizing power.
euroscepticism_label: There is no reference or opposition toward the EU in the text.
economic_label: The content does not address free trade, globalization, or economic protectionism.
censorship_label: The text highlights that Jobbik's press release was denied publication by a public-funded agency.
immigration_label: The text addresses anti-Semitism rather than making exaggerated complaints about non-dominant cultural or ethnic groups.",no,no,no,no,no,yes,no,"partisan_state_label: The text does not claim state bias towards a specific group.
closed_society_label: The text does not oppose multiculturalism or rational debate.
power_concentration_label: There is no implication of reducing checks and balances for power.
euroscepticism_label: The content does not discuss opposition to the EU.
economic_label: There is no mention of limiting free trade or emphasizing national economic priority.
censorship_label: The text complains about censorship regarding Jobbik's press release by the state-funded news agency.
immigration_label: There are no complaints about immigration or cultural dominance."
1.313358399682294e+18,"Decide whether the #Hungarian or #German public media is freer and ""more normal""! 
According to #Orbán, it is Hungarian.
According to Jobbik, there is no free press in Hungary.
Watch this editorial ""opinion"" on the Hungarian Public TV: 
#FreePress #democracy https://twitter.com/JobbikPP/status/1313358399682293760/video/1",no,no,no,no,no,yes,no,"partisan_state_label: The text debates media freedom rather than showing irrational bias in state institutions.
closed_society_label: It does not express an unmotivated rejection of cultural differences or rational debate.
power_concentration_label: There is no indication of reducing checks and balances to accumulate power.
euroscepticism_label: The comparison of Hungarian and German media is not an expression of irrational opposition to the EU.
economic_label: The text does not mention or criticize free trade, globalization, or economic exchanges.
censorship_label: Jobbik’s statement about the absence of a free press implies complaints of censorship and mistreatment.
immigration_label: There is no discussion or exaggeration regarding non-dominant cultural or ethnic groups.",no,no,no,no,no,yes,no,"partisan_state_label: The text does not irrationally claim preference for any group.
closed_society_label: There is no irrational opposition to cultural differences or knowledge presented.
power_concentration_label: The text does not imply a reduction of checks and balances.
euroscepticism_label: The text does not express opposition to the EU.
economic_label: There are no explicit criticisms of free trade or economic exchanges.
censorship_label: It mentions claims of no free press in Hungary, indicating censorship.
immigration_label: There are no complaints about cultural or ethnic groups."
1.297913573096788e+18,❌The National Electoral Commission doesn't allow László Bíró to run against the Fidesz candidate. ❌,yes,no,no,no,no,yes,no,"partisan_state_label: The text implies bias by a state institution favoring the Fidesz candidate over an alternative candidate.
closed_society_label: No reference to cultural closure or opposition to multiculturalism is present in the text.
power_concentration_label: The text criticizes the electoral decision but does not specifically mention reducing checks and balances.
euroscepticism_label: There is no mention or criticism of the EU or its policies in the text.
economic_label: The text does not involve arguments related to free trade, globalization, or economic protectionism.
censorship_label: The text complains about unfair treatment by a state commission, suggesting suppression or censorship of a political candidate.
immigration_label: There is no mention of immigration or cultural/ethnic group exclusion in the text.",no,no,yes,no,no,yes,no,"partisan_state_label: The text does not indicate a bias towards any specific group but mentions an electoral issue.
closed_society_label: There are no references to cultural differences or opposition to rational knowledge in the text.
power_concentration_label: Implicates reduced checks as the commission prevents a candidate from running, indicating power concentration.
euroscepticism_label: The text does not address any issues related to the EU or Euroscepticism.
economic_label: There are no calls for economic isolation or criticism of free trade in the text.
censorship_label: Complains of censorship as the commission forbids a candidate from contesting the election.
immigration_label: The text does not discuss immigration or related complaints about cultural groups."
